Fecha_Registro;Sede;Cliente;Convenio;Prestación;DescripcionExamen;Área;Cantidad;Monto Neto
2026-03-14;Santiago Centro;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;5;179136
2026-03-14;Santiago Centro;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;3;22147
2026-03-14;Santiago Centro;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;2;51350
2026-03-14;Santiago Centro;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;3;49622
2026-03-14;Santiago Centro;Particular;Particular;IMG-003;Mamografía;Imagenología;7;215614
2026-03-14;Providencia;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;2;22379
2026-03-14;Providencia;Particular;Particular;END-003;Insulina basal;Endocrinología;5;51955
2026-03-14;Providencia;Isapre Andina;Isapre;QUI-005;Creatinina;Química Clínica;2;8472
2026-03-14;Providencia;Isapre Andina;Isapre;QUI-004;Perfil hepático;Química Clínica;2;21182
2026-03-14;Providencia;Isapre Andina;Isapre;IMG-001;Radiografía de tórax;Imagenología;5;82415
2026-03-14;Las Condes;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;3;30444
2026-03-14;Las Condes;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;1;7721
2026-03-14;Las Condes;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;7;57195
2026-03-14;Las Condes;Particular;Particular;INM-001;Vitamina D;Inmunología;2;31728
2026-03-14;Las Condes;Isapre Andina;Isapre;HEM-002;Perfil de coagulación;Hematología;5;55508
2026-03-14;Las Condes;Isapre Cumbre;Isapre;HEM-002;Perfil de coagulación;Hematología;1;10754
2026-03-14;Las Condes;Colegio San Martín;Empresa;MIC-003;Test rápido Streptococo;Microbiología;5;35568
2026-03-14;Maipú;Particular;Particular;MIC-001;Urocultivo;Microbiología;1;8756
2026-03-14;Maipú;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;3;44529
2026-03-14;Maipú;Municipalidad Demo;Institucional;KIN-001;Electrocardiograma;Cardiología;1;13101
2026-03-14;Maipú;Particular;Particular;IMG-003;Mamografía;Imagenología;2;59776
2026-03-14;Maipú;Minera Norte SpA;Empresa;END-001;TSH;Endocrinología;3;22788
2026-03-14;Viña del Mar;Isapre Andina;Isapre;IMG-003;Mamografía;Imagenología;2;53629
2026-03-14;Viña del Mar;Fonasa;Institucional;ORI-001;Orina completa;Orina;1;5069
2026-03-14;Viña del Mar;Particular;Particular;INM-003;Panel alergias;Inmunología;4;126073
2026-03-14;Viña del Mar;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;4;230423
2026-03-14;Valparaíso;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;5;94324
2026-03-14;Valparaíso;Particular;Particular;QUI-005;Creatinina;Química Clínica;4;18088
2026-03-14;Concepción;Isapre Andina;Isapre;INM-001;Vitamina D;Inmunología;3;40690
2026-03-14;Concepción;Seguro Vida Austral;Seguro;MIC-003;Test rápido Streptococo;Microbiología;7;47450
2026-03-14;Concepción;Isapre Cumbre;Isapre;INM-002;PCR ultrasensible;Inmunología;1;7165
2026-03-14;Concepción;Logística del Sur S.A.;Empresa;INM-002;PCR ultrasensible;Inmunología;7;49247
2026-03-14;Antofagasta;Fonasa;Institucional;ORI-001;Orina completa;Orina;1;5065
2026-03-14;Antofagasta;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;1;11703
2026-03-14;Antofagasta;Minera Norte SpA;Empresa;QUI-003;Glicemia;Química Clínica;4;15026
2026-03-15;Santiago Centro;Seguro Vida Austral;Seguro;QUI-005;Creatinina;Química Clínica;1;3914
2026-03-15;Santiago Centro;Minera Norte SpA;Empresa;QUI-004;Perfil hepático;Química Clínica;1;10355
2026-03-15;Santiago Centro;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;1;11028
2026-03-15;Santiago Centro;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;1;58790
2026-03-15;Providencia;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;2;47673
2026-03-15;Providencia;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;2;15413
2026-03-15;Providencia;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;1;25332
2026-03-15;Las Condes;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;1;25818
2026-03-15;Las Condes;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;1;25743
2026-03-15;Maipú;Constructora Pacífico Ltda.;Empresa;MIC-002;Coprocultivo;Microbiología;2;18082
2026-03-15;Maipú;Isapre Cumbre;Isapre;IMG-001;Radiografía de tórax;Imagenología;1;16612
2026-03-15;Viña del Mar;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;1;4824
2026-03-15;Viña del Mar;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;1;24528
2026-03-15;Valparaíso;Minera Norte SpA;Empresa;ORI-001;Orina completa;Orina;1;4795
2026-03-15;Valparaíso;Isapre Cumbre;Isapre;ORI-001;Orina completa;Orina;1;4785
2026-03-15;Concepción;Minera Norte SpA;Empresa;INM-003;Panel alergias;Inmunología;1;29651
2026-03-15;Concepción;Particular;Particular;QUI-005;Creatinina;Química Clínica;1;4381
2026-03-15;Antofagasta;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;1;12932
2026-03-15;Antofagasta;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;2;19394
2026-03-16;Santiago Centro;Minera Norte SpA;Empresa;IMG-001;Radiografía de tórax;Imagenología;1;17055
2026-03-16;Santiago Centro;Constructora Pacífico Ltda.;Empresa;INM-002;PCR ultrasensible;Inmunología;5;35881
2026-03-16;Santiago Centro;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;3;34282
2026-03-16;Santiago Centro;Colegio San Martín;Empresa;HEM-001;Hemograma completo;Hematología;7;52771
2026-03-16;Santiago Centro;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;12;103262
2026-03-16;Santiago Centro;Constructora Pacífico Ltda.;Empresa;QUI-004;Perfil hepático;Química Clínica;10;103273
2026-03-16;Santiago Centro;Particular;Particular;MIC-002;Coprocultivo;Microbiología;5;52028
2026-03-16;Santiago Centro;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;10;91180
2026-03-16;Santiago Centro;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;11;82411
2026-03-16;Providencia;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;11;128474
2026-03-16;Providencia;Isapre Andina;Isapre;TOM-001;Toma de muestra domicilio;Servicios;7;47485
2026-03-16;Providencia;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;7;47653
2026-03-16;Providencia;Colegio San Martín;Empresa;IMG-001;Radiografía de tórax;Imagenología;4;65728
2026-03-16;Providencia;Seguro Vida Austral;Seguro;INM-002;PCR ultrasensible;Inmunología;5;34685
2026-03-16;Providencia;Isapre Cumbre;Isapre;ORI-001;Orina completa;Orina;4;18547
2026-03-16;Providencia;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;2;24111
2026-03-16;Providencia;Seguro Vida Austral;Seguro;QUI-003;Glicemia;Química Clínica;8;28603
2026-03-16;Providencia;Particular;Particular;QUI-005;Creatinina;Química Clínica;4;18482
2026-03-16;Providencia;Minera Norte SpA;Empresa;QUI-005;Creatinina;Química Clínica;11;46212
2026-03-16;Las Condes;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;11;133526
2026-03-16;Las Condes;Municipalidad Demo;Institucional;IMG-003;Mamografía;Imagenología;3;87887
2026-03-16;Las Condes;Particular;Particular;HEM-001;Hemograma completo;Hematología;7;63437
2026-03-16;Las Condes;Isapre Andina;Isapre;ORI-001;Orina completa;Orina;2;9319
2026-03-16;Las Condes;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;11;123174
2026-03-16;Las Condes;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;7;50779
2026-03-16;Las Condes;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;8;236785
2026-03-16;Las Condes;Fonasa;Institucional;QUI-004;Perfil hepático;Química Clínica;11;124063
2026-03-16;Las Condes;Isapre Andina;Isapre;QUI-002;Perfil lipídico;Química Clínica;6;50613
2026-03-16;Las Condes;Particular;Particular;END-001;TSH;Endocrinología;11;90981
2026-03-16;Maipú;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;10;80300
2026-03-16;Maipú;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;1;13044
2026-03-16;Maipú;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;2;48238
2026-03-16;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;7;401361
2026-03-16;Maipú;Centro Deportivo Cordillera;Empresa;END-002;Perfil tiroideo;Endocrinología;11;163426
2026-03-16;Viña del Mar;Particular;Particular;QUI-003;Glicemia;Química Clínica;12;52279
2026-03-16;Viña del Mar;Particular;Particular;MIC-003;Test rápido Streptococo;Microbiología;4;33843
2026-03-16;Viña del Mar;Particular;Particular;END-003;Insulina basal;Endocrinología;10;96507
2026-03-16;Viña del Mar;Constructora Pacífico Ltda.;Empresa;HEM-001;Hemograma completo;Hematología;11;86676
2026-03-16;Viña del Mar;Isapre Cumbre;Isapre;END-003;Insulina basal;Endocrinología;10;84173
2026-03-16;Viña del Mar;Isapre Andina;Isapre;END-001;TSH;Endocrinología;6;47865
2026-03-16;Viña del Mar;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;4;134627
2026-03-16;Valparaíso;Seguro Vida Austral;Seguro;HEM-001;Hemograma completo;Hematología;6;48364
2026-03-16;Valparaíso;Isapre Cumbre;Isapre;IMG-001;Radiografía de tórax;Imagenología;7;116499
2026-03-16;Valparaíso;Fonasa;Institucional;END-001;TSH;Endocrinología;1;8701
2026-03-16;Valparaíso;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;7;127695
2026-03-16;Concepción;Particular;Particular;END-003;Insulina basal;Endocrinología;5;51644
2026-03-16;Concepción;Seguro Vida Austral;Seguro;TOM-001;Toma de muestra domicilio;Servicios;4;26029
2026-03-16;Concepción;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;3;22842
2026-03-16;Antofagasta;Municipalidad Demo;Institucional;HEM-002;Perfil de coagulación;Hematología;10;129348
2026-03-16;Antofagasta;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;13;112679
2026-03-16;Antofagasta;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;6;77133
2026-03-16;Antofagasta;Isapre Andina;Isapre;END-002;Perfil tiroideo;Endocrinología;2;28576
2026-03-17;Santiago Centro;Isapre Andina;Isapre;HEM-001;Hemograma completo;Hematología;15;113194
2026-03-17;Santiago Centro;Constructora Pacífico Ltda.;Empresa;MIC-001;Urocultivo;Microbiología;2;16848
2026-03-17;Santiago Centro;Isapre Andina;Isapre;END-001;TSH;Endocrinología;5;37677
2026-03-17;Santiago Centro;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;6;335692
2026-03-17;Santiago Centro;Particular;Particular;END-003;Insulina basal;Endocrinología;4;39333
2026-03-17;Santiago Centro;Particular;Particular;MIC-001;Urocultivo;Microbiología;5;45378
2026-03-17;Santiago Centro;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;11;114384
2026-03-17;Santiago Centro;Constructora Pacífico Ltda.;Empresa;END-001;TSH;Endocrinología;5;36687
2026-03-17;Santiago Centro;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;10;105629
2026-03-17;Providencia;Municipalidad Demo;Institucional;GEN-002;Panel genético básico;Biología Molecular;4;224707
2026-03-17;Providencia;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;5;40468
2026-03-17;Providencia;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;6;58504
2026-03-17;Providencia;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;13;413499
2026-03-17;Providencia;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;9;120949
2026-03-17;Providencia;Fonasa;Institucional;TOM-001;Toma de muestra domicilio;Servicios;7;53762
2026-03-17;Providencia;Isapre Cumbre;Isapre;INM-003;Panel alergias;Inmunología;7;190788
2026-03-17;Las Condes;Isapre Andina;Isapre;HEM-001;Hemograma completo;Hematología;4;32035
2026-03-17;Las Condes;Municipalidad Demo;Institucional;QUI-001;Perfil bioquímico;Química Clínica;10;145964
2026-03-17;Las Condes;Particular;Particular;QUI-003;Glicemia;Química Clínica;10;43161
2026-03-17;Las Condes;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;5;39246
2026-03-17;Las Condes;Constructora Pacífico Ltda.;Empresa;ORI-001;Orina completa;Orina;3;14603
2026-03-17;Las Condes;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;1;18141
2026-03-17;Maipú;Isapre Andina;Isapre;IMG-001;Radiografía de tórax;Imagenología;5;84711
2026-03-17;Maipú;Constructora Pacífico Ltda.;Empresa;END-002;Perfil tiroideo;Endocrinología;5;70768
2026-03-17;Maipú;Particular;Particular;END-002;Perfil tiroideo;Endocrinología;10;162026
2026-03-17;Maipú;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;7;86144
2026-03-17;Viña del Mar;Isapre Andina;Isapre;KIN-001;Electrocardiograma;Cardiología;5;55871
2026-03-17;Viña del Mar;Isapre Cumbre;Isapre;KIN-001;Electrocardiograma;Cardiología;8;89622
2026-03-17;Viña del Mar;Particular;Particular;MIC-001;Urocultivo;Microbiología;4;36544
2026-03-17;Viña del Mar;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;9;38104
2026-03-17;Valparaíso;Fonasa;Institucional;MIC-001;Urocultivo;Microbiología;6;54487
2026-03-17;Valparaíso;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;3;56117
2026-03-17;Valparaíso;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;10;79781
2026-03-17;Valparaíso;Isapre Andina;Isapre;MIC-002;Coprocultivo;Microbiología;2;19817
2026-03-17;Valparaíso;Seguro Vida Austral;Seguro;QUI-001;Perfil bioquímico;Química Clínica;8;104701
2026-03-17;Concepción;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;5;38369
2026-03-17;Concepción;Particular;Particular;MIC-001;Urocultivo;Microbiología;7;62461
2026-03-17;Concepción;Fonasa;Institucional;IMG-001;Radiografía de tórax;Imagenología;9;169161
2026-03-17;Antofagasta;Isapre Cumbre;Isapre;MIC-002;Coprocultivo;Microbiología;7;65765
2026-03-17;Antofagasta;Fonasa;Institucional;END-001;TSH;Endocrinología;5;43138
2026-03-17;Antofagasta;Fonasa;Institucional;GEN-002;Panel genético básico;Biología Molecular;7;398226
2026-03-18;Santiago Centro;Fonasa;Institucional;INM-003;Panel alergias;Inmunología;11;362145
2026-03-18;Santiago Centro;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;11;640461
2026-03-18;Santiago Centro;Logística del Sur S.A.;Empresa;TOM-001;Toma de muestra domicilio;Servicios;10;69266
2026-03-18;Santiago Centro;Centro Deportivo Cordillera;Empresa;INM-001;Vitamina D;Inmunología;8;110692
2026-03-18;Santiago Centro;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;8;102917
2026-03-18;Santiago Centro;Minera Norte SpA;Empresa;END-002;Perfil tiroideo;Endocrinología;6;87316
2026-03-18;Santiago Centro;Municipalidad Demo;Institucional;QUI-002;Perfil lipídico;Química Clínica;7;70786
2026-03-18;Providencia;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;9;538264
2026-03-18;Providencia;Isapre Andina;Isapre;INM-001;Vitamina D;Inmunología;8;112212
2026-03-18;Providencia;Particular;Particular;INM-001;Vitamina D;Inmunología;7;103673
2026-03-18;Providencia;Particular;Particular;QUI-005;Creatinina;Química Clínica;1;4619
2026-03-18;Providencia;Particular;Particular;HEM-002;Perfil de coagulación;Hematología;15;183810
2026-03-18;Providencia;Isapre Cumbre;Isapre;IMG-002;Ecografía abdominal;Imagenología;10;292274
2026-03-18;Las Condes;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;7;53948
2026-03-18;Las Condes;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;7;71298
2026-03-18;Las Condes;Minera Norte SpA;Empresa;TOM-001;Toma de muestra domicilio;Servicios;2;13847
2026-03-18;Las Condes;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;6;203948
2026-03-18;Las Condes;Colegio San Martín;Empresa;QUI-003;Glicemia;Química Clínica;12;44097
2026-03-18;Las Condes;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;1;10340
2026-03-18;Las Condes;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;8;56431
2026-03-18;Las Condes;Particular;Particular;INM-003;Panel alergias;Inmunología;9;303732
2026-03-18;Maipú;Isapre Cumbre;Isapre;END-001;TSH;Endocrinología;7;51840
2026-03-18;Maipú;Particular;Particular;QUI-001;Perfil bioquímico;Química Clínica;5;78146
2026-03-18;Maipú;Logística del Sur S.A.;Empresa;MIC-002;Coprocultivo;Microbiología;2;19522
2026-03-18;Maipú;Minera Norte SpA;Empresa;KIN-001;Electrocardiograma;Cardiología;4;44511
2026-03-18;Maipú;Isapre Cumbre;Isapre;MIC-002;Coprocultivo;Microbiología;10;93023
2026-03-18;Viña del Mar;Colegio San Martín;Empresa;INM-003;Panel alergias;Inmunología;8;221004
2026-03-18;Viña del Mar;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;7;68472
2026-03-18;Viña del Mar;Colegio San Martín;Empresa;IMG-002;Ecografía abdominal;Imagenología;6;173346
2026-03-18;Viña del Mar;Fonasa;Institucional;HEM-002;Perfil de coagulación;Hematología;4;50309
2026-03-18;Viña del Mar;Isapre Andina;Isapre;QUI-005;Creatinina;Química Clínica;11;42823
2026-03-18;Valparaíso;Minera Norte SpA;Empresa;IMG-003;Mamografía;Imagenología;9;235775
2026-03-18;Valparaíso;Fonasa;Institucional;ORI-001;Orina completa;Orina;2;10933
2026-03-18;Valparaíso;Isapre Cumbre;Isapre;INM-002;PCR ultrasensible;Inmunología;15;104968
2026-03-18;Valparaíso;Particular;Particular;MIC-001;Urocultivo;Microbiología;1;8961
2026-03-18;Concepción;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;4;229352
2026-03-18;Concepción;Isapre Cumbre;Isapre;GEN-001;Test PCR respiratorio;Biología Molecular;13;281314
2026-03-18;Antofagasta;Fonasa;Institucional;KIN-001;Electrocardiograma;Cardiología;1;13223
2026-03-18;Antofagasta;Particular;Particular;GEN-001;Test PCR respiratorio;Biología Molecular;12;303572
2026-03-18;Antofagasta;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;3;30601
2026-03-19;Santiago Centro;Isapre Andina;Isapre;MIC-003;Test rápido Streptococo;Microbiología;13;88713
2026-03-19;Santiago Centro;Isapre Cumbre;Isapre;TOM-001;Toma de muestra domicilio;Servicios;5;32705
2026-03-19;Santiago Centro;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;7;67523
2026-03-19;Santiago Centro;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;8;57848
2026-03-19;Santiago Centro;Municipalidad Demo;Institucional;KIN-001;Electrocardiograma;Cardiología;12;155008
2026-03-19;Santiago Centro;Fonasa;Institucional;ORI-001;Orina completa;Orina;8;43626
2026-03-19;Santiago Centro;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;7;229896
2026-03-19;Providencia;Colegio San Martín;Empresa;MIC-003;Test rápido Streptococo;Microbiología;5;34709
2026-03-19;Providencia;Minera Norte SpA;Empresa;END-001;TSH;Endocrinología;6;47446
2026-03-19;Providencia;Isapre Andina;Isapre;QUI-002;Perfil lipídico;Química Clínica;1;8481
2026-03-19;Providencia;Particular;Particular;IMG-003;Mamografía;Imagenología;12;356270
2026-03-19;Providencia;Fonasa;Institucional;MIC-001;Urocultivo;Microbiología;6;55738
2026-03-19;Las Condes;Minera Norte SpA;Empresa;TOM-001;Toma de muestra domicilio;Servicios;7;45856
2026-03-19;Las Condes;Isapre Cumbre;Isapre;QUI-001;Perfil bioquímico;Química Clínica;3;38513
2026-03-19;Las Condes;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;6;197552
2026-03-19;Las Condes;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;3;56213
2026-03-19;Las Condes;Fonasa;Institucional;MIC-003;Test rápido Streptococo;Microbiología;5;40514
2026-03-19;Las Condes;Isapre Cumbre;Isapre;QUI-002;Perfil lipídico;Química Clínica;13;111475
2026-03-19;Las Condes;Particular;Particular;END-003;Insulina basal;Endocrinología;9;91434
2026-03-19;Las Condes;Municipalidad Demo;Institucional;QUI-003;Glicemia;Química Clínica;6;24736
2026-03-19;Las Condes;Isapre Cumbre;Isapre;KIN-001;Electrocardiograma;Cardiología;7;80038
2026-03-19;Las Condes;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;12;125784
2026-03-19;Las Condes;Isapre Andina;Isapre;HEM-002;Perfil de coagulación;Hematología;10;104756
2026-03-19;Maipú;Fonasa;Institucional;IMG-003;Mamografía;Imagenología;6;185079
2026-03-19;Maipú;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;7;50328
2026-03-19;Maipú;Particular;Particular;INM-003;Panel alergias;Inmunología;7;237582
2026-03-19;Maipú;Isapre Andina;Isapre;INM-002;PCR ultrasensible;Inmunología;7;45779
2026-03-19;Maipú;Minera Norte SpA;Empresa;QUI-002;Perfil lipídico;Química Clínica;6;51819
2026-03-19;Viña del Mar;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;9;84313
2026-03-19;Viña del Mar;Municipalidad Demo;Institucional;END-001;TSH;Endocrinología;4;36520
2026-03-19;Viña del Mar;Particular;Particular;QUI-003;Glicemia;Química Clínica;7;28464
2026-03-19;Viña del Mar;Particular;Particular;QUI-002;Perfil lipídico;Química Clínica;5;47121
2026-03-19;Viña del Mar;Isapre Andina;Isapre;ORI-001;Orina completa;Orina;5;23044
2026-03-19;Viña del Mar;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;6;53794
2026-03-19;Valparaíso;Colegio San Martín;Empresa;END-002;Perfil tiroideo;Endocrinología;1;14729
2026-03-19;Valparaíso;Particular;Particular;ORI-001;Orina completa;Orina;8;41912
2026-03-19;Valparaíso;Centro Deportivo Cordillera;Empresa;INM-003;Panel alergias;Inmunología;4;115566
2026-03-19;Valparaíso;Isapre Andina;Isapre;MIC-001;Urocultivo;Microbiología;6;48223
2026-03-19;Valparaíso;Particular;Particular;END-001;TSH;Endocrinología;6;52303
2026-03-19;Valparaíso;Particular;Particular;QUI-003;Glicemia;Química Clínica;6;25529
2026-03-19;Concepción;Particular;Particular;END-001;TSH;Endocrinología;4;34193
2026-03-19;Concepción;Fonasa;Institucional;QUI-003;Glicemia;Química Clínica;9;37668
2026-03-19;Concepción;Particular;Particular;IMG-003;Mamografía;Imagenología;10;283938
2026-03-19;Antofagasta;Particular;Particular;IMG-001;Radiografía de tórax;Imagenología;10;189666
2026-03-19;Antofagasta;Particular;Particular;MIC-001;Urocultivo;Microbiología;3;27922
2026-03-19;Antofagasta;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;3;33137
2026-03-19;Antofagasta;Seguro Vida Austral;Seguro;IMG-001;Radiografía de tórax;Imagenología;7;121238
2026-03-20;Santiago Centro;Colegio San Martín;Empresa;ORI-001;Orina completa;Orina;6;28337
2026-03-20;Santiago Centro;Constructora Pacífico Ltda.;Empresa;ORI-001;Orina completa;Orina;7;31020
2026-03-20;Santiago Centro;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;10;74438
2026-03-20;Santiago Centro;Particular;Particular;INM-001;Vitamina D;Inmunología;2;32326
2026-03-20;Santiago Centro;Fonasa;Institucional;END-003;Insulina basal;Endocrinología;8;79210
2026-03-20;Santiago Centro;Minera Norte SpA;Empresa;END-001;TSH;Endocrinología;1;7762
2026-03-20;Santiago Centro;Fonasa;Institucional;QUI-001;Perfil bioquímico;Química Clínica;10;150002
2026-03-20;Providencia;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;3;25946
2026-03-20;Providencia;Particular;Particular;KIN-001;Electrocardiograma;Cardiología;10;128797
2026-03-20;Providencia;Seguro Vida Austral;Seguro;IMG-001;Radiografía de tórax;Imagenología;3;47413
2026-03-20;Providencia;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;14;61220
2026-03-20;Providencia;Minera Norte SpA;Empresa;TOM-001;Toma de muestra domicilio;Servicios;10;66216
2026-03-20;Providencia;Fonasa;Institucional;QUI-005;Creatinina;Química Clínica;5;23351
2026-03-20;Providencia;Isapre Andina;Isapre;QUI-004;Perfil hepático;Química Clínica;10;100348
2026-03-20;Providencia;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;13;229274
2026-03-20;Las Condes;Fonasa;Institucional;ORI-001;Orina completa;Orina;4;21970
2026-03-20;Las Condes;Fonasa;Institucional;HEM-001;Hemograma completo;Hematología;13;111049
2026-03-20;Las Condes;Isapre Andina;Isapre;QUI-005;Creatinina;Química Clínica;8;32964
2026-03-20;Las Condes;Fonasa;Institucional;QUI-002;Perfil lipídico;Química Clínica;9;92305
2026-03-20;Las Condes;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;4;31651
2026-03-20;Las Condes;Fonasa;Institucional;END-002;Perfil tiroideo;Endocrinología;1;17092
2026-03-20;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;10;575798
2026-03-20;Maipú;Particular;Particular;TOM-001;Toma de muestra domicilio;Servicios;8;60490
2026-03-20;Maipú;Particular;Particular;GEN-002;Panel genético básico;Biología Molecular;10;590160
2026-03-20;Viña del Mar;Particular;Particular;IMG-002;Ecografía abdominal;Imagenología;7;248625
2026-03-20;Viña del Mar;Isapre Cumbre;Isapre;IMG-001;Radiografía de tórax;Imagenología;5;85205
2026-03-20;Viña del Mar;Isapre Cumbre;Isapre;END-001;TSH;Endocrinología;6;46924
2026-03-20;Viña del Mar;Particular;Particular;END-003;Insulina basal;Endocrinología;9;90986
2026-03-20;Viña del Mar;Constructora Pacífico Ltda.;Empresa;END-003;Insulina basal;Endocrinología;4;35367
2026-03-20;Viña del Mar;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;5;37658
2026-03-20;Valparaíso;Fonasa;Institucional;IMG-002;Ecografía abdominal;Imagenología;4;140916
2026-03-20;Valparaíso;Seguro Vida Austral;Seguro;KIN-001;Electrocardiograma;Cardiología;10;120766
2026-03-20;Valparaíso;Isapre Andina;Isapre;QUI-004;Perfil hepático;Química Clínica;7;68984
2026-03-20;Concepción;Fonasa;Institucional;INM-002;PCR ultrasensible;Inmunología;10;74409
2026-03-20;Concepción;Fonasa;Institucional;INM-001;Vitamina D;Inmunología;10;155486
2026-03-20;Concepción;Particular;Particular;QUI-004;Perfil hepático;Química Clínica;6;72027
2026-03-20;Concepción;Fonasa;Institucional;GEN-001;Test PCR respiratorio;Biología Molecular;1;25556
2026-03-20;Antofagasta;Constructora Pacífico Ltda.;Empresa;ORI-001;Orina completa;Orina;13;58468
2026-03-20;Antofagasta;Particular;Particular;QUI-005;Creatinina;Química Clínica;7;33425
2026-03-20;Antofagasta;Isapre Andina;Isapre;ORI-001;Orina completa;Orina;6;28046
2026-03-21;Santiago Centro;Fonasa;Institucional;MIC-002;Coprocultivo;Microbiología;7;73399
2026-03-21;Santiago Centro;Colegio San Martín;Empresa;IMG-003;Mamografía;Imagenología;2;54989
2026-03-21;Santiago Centro;Particular;Particular;INM-002;PCR ultrasensible;Inmunología;3;23060
